AnonRef,Gender, Standard TV , Increase offered , Total Enhanced TV Offer ,Enhancement %, Age at offer ,NUTS3, TP Liability , Buyout Liability , Accounting Liability , Retirement Quote ,Month of Offer,B.6g Gross Disposable Income,Acceptances Received
ANON1281,F,13900,1390,15290,10,40.75,UKH15,23047,32274,16497,577,February ,15890.23828,N
ANON1282,M,31012,9304,40316,30,56.42,UKM28,42783,49157,34710,1000,February ,15234.23828,N
ANON1283,M,61622,6162,67784,10,42.83,UKJ13,102173,143079,73134,2559,February ,23229.64844,Y
ANON1284,M,32085,9626,41711,30,54.33,UKM36,47077,57774,36619,1149,February ,14616.55078,N
ANON1285,F,26059,7818,33877,30,54,UKM22,38235,46924,29742,933,February ,15506.49609,N
ANON1286,M,123791,37137,160928,30,59.5,UKM37,170779,196221,138551,3994,February ,17301.26563,Y
ANON1287,M,92765,17835,110600,19,45.17,UKM33,144710,189711,107965,3682,February ,14867.0625,N
ANON1288,F,401765,99835,501600,25,51.08,UKH15,589490,723446,458543,14384,February ,15890.23828,N
ANON1289,M,13509,1351,14860,10,39.5,UKM28,23801,35600,16348,587,February ,15234.23828,Y
ANON1290,F,37753,3775,41528,10,41.25,UKM24,62597,87658,44806,1568,February ,17445.37891,N
ANON1291,M,60256,16744,77000,28,49.17,UKM28,93997,123228,70129,2392,February ,15234.23828,N
ANON1292,M,12602,3781,16383,30,52,UKM24,18490,22692,14383,451,February ,17445.37891,N
ANON1293,M,20744,2074,22818,10,38.5,UKM38,36549,54666,25104,902,February ,16095.20703,N
ANON1294,M,77222,23167,100389,30,50.5,UKM34,113304,139051,88135,2765,February ,14593.86719,N
ANON1295,F,40364,4036,44400,10,43.83,UKM26,66926,93720,47905,1676,February ,15572.55469,N
ANON1296,M,70389,21117,91506,30,52.25,UKM38,103278,126747,80336,2520,February ,16095.20703,N
ANON1297,M,31704,5096,36800,16,44.92,UKM38,52567,73613,37627,1317,February ,16095.20703,N
ANON1298,M,130097,39029,169126,30,58.42,UKH24,179479,206217,145608,4197,February ,17512.24609,N
ANON1299,M,17216,3284,20500,19,56,UKH15,23751,27289,19269,555,February ,15890.23828,N
ANON1300,M,52602,5260,57862,10,42.42,UKM24,87218,122135,62429,2185,February ,17445.37891,N
ANON1301,M,125517,37655,163172,30,56.92,UKH15,173160,198957,140482,4049,February ,15890.23828,N
ANON1302,F,47483,8317,55800,18,57.42,UKI63,65507,75265,53144,1532,February ,21421,N
ANON1303,F,22150,4550,26700,21,48.67,UKM36,34553,45298,25779,879,February ,14616.55078,N
ANON1304,M,16555,4245,20800,26,49.5,UKM28,25825,33856,19268,657,February ,15234.23828,N
ANON1305,M,53032,15910,68942,30,54.08,UKM36,77811,95493,60527,1899,February ,14616.55078,N
ANON1306,F,50308,15092,65400,30,52.92,UKM36,73814,90588,57418,1801,February ,14616.55078,N
ANON1307,M,170638,50762,221400,30,50.83,UKM34,250369,307263,194753,6109,February ,14593.86719,N
ANON1308,F,55855,9745,65600,17,46.5,UKM36,87132,114228,65007,2217,February ,14616.55078,N
ANON1309,M,65855,19757,85612,30,53.17,UKM28,96626,118583,75162,2358,February ,15234.23828,N
ANON1310,M,52354,5846,58200,11,43.75,UKK13,86806,121560,62135,2174,February ,18606.27734,Y
ANON1311,M,60366,18110,78476,30,51.5,UKM38,88572,108699,68897,2161,February ,16095.20703,Y
ANON1312,M,156528,30172,186700,19,47,UKM24,244178,320111,182177,6213,February ,17445.37891,N
ANON1313,F,49429,12571,62000,25,50.33,UKH15,72525,89005,56414,1770,February ,15890.23828,N
ANON1314,M,437067,131120,568187,30,59.67,UKM22,602968,692795,489179,14100,February ,15506.49609,Y
ANON1315,F,47107,14132,61239,30,54.58,UKM38,69118,84824,53764,1687,February ,16095.20703,Y
ANON1316,M,48259,14478,62737,30,53.17,UKM27,70808,86899,55079,1728,February ,18548.74219,N
ANON1317,F,35695,3570,39265,10,42.58,UKM28,59185,82879,42363,1482,February ,15234.23828,N
ANON1318,F,168541,50359,218900,30,53.08,UKM35,247292,303487,192359,6034,February ,17252.75,N
ANON1319,F,11817,2183,14000,18,47.5,UKH15,18434,24167,13753,469,February ,15890.23828,N
ANON1320,M,26732,8020,34752,30,55.08,UKM38,36879,42373,29919,862,February ,16095.20703,Y
ANON1321,M,18090,5427,23517,30,52,UKM25,26543,32574,20646,648,February ,19768.77734,N
ANON1322,M,54393,16318,70711,30,54.75,UKM36,79808,97944,62080,1947,February ,14616.55078,Y
ANON1323,F,25124,2512,27636,10,37.58,UKM38,44266,66208,30405,1092,February ,16095.20703,N
ANON1324,F,37211,11163,48374,30,55.25,UKM28,51335,58983,41648,1200,February ,15234.23828,N
ANON1325,F,50597,9603,60200,19,47.25,UKM38,78929,103475,58888,2008,February ,16095.20703,N
ANON1326,M,73935,7394,81329,10,41.92,UKH15,122589,171668,87747,3070,February ,15890.23828,N
ANON1327,M,30131,7469,37600,25,48.42,UKH15,47003,61620,35068,1196,February ,15890.23828,N
ANON1328,M,18711,5613,24324,30,56.92,UKM34,25813,29659,20942,604,February ,14593.86719,N
ANON1329,M,8433,2530,10963,30,59.17,UKH15,11634,13367,9438,272,February ,15890.23828,N
ANON1330,M,71349,7551,78900,11,43.33,UKK11,118301,165664,84678,2963,February ,16212.61719,N
ANON1331,M,47757,14327,62084,30,50.58,UKM33,70072,85995,54506,1710,February ,14867.0625,N
ANON1332,M,25399,2540,27939,10,50.92,UKH15,37267,45735,28988,909,February ,15890.23828,N
ANON1333,F,69476,10624,80100,15,45.25,UKM38,108380,142084,80860,2758,February ,16095.20703,N
ANON1334,M,45476,12524,58000,28,48.5,UKM26,70941,93002,52928,1805,February ,15572.55469,Y
ANON1335,M,776040,232812,1008852,30,60.58,UKH15,1006471,1082656,851734,24622,February ,15890.23828,Y
ANON1336,M,236190,23619,259809,10,42.67,UKH15,391618,548404,280314,9809,February ,15890.23828,N
ANON1337,M,46731,14019,60750,30,52.58,UKM28,68566,84147,53335,1673,February ,15234.23828,Y
ANON1338,F,13682,2518,16200,18,48.42,UKM38,21343,27981,15924,543,February ,16095.20703,N
ANON1339,M,56932,17080,74012,30,50.83,UKM25,83534,102516,64978,2038,February ,19768.77734,Y
ANON1340,M,388806,116642,505448,30,58.67,UKH15,536388,616296,435163,12543,February ,15890.23828,Y
ANON1341,M,41188,10612,51800,26,47.75,UKM22,64252,84232,47937,1635,February ,15506.49609,N
ANON1342,F,121748,32552,154300,27,51.58,UKJ44,178635,219228,138954,4359,February ,18383.45313,N
ANON1343,M,175777,33123,208900,19,47.25,UKJ26,274206,359477,204580,6977,February ,24263.07422,N
ANON1344,M,25136,2514,27650,10,41.33,UKH15,41677,58363,29832,1044,February ,15890.23828,Y
ANON1345,M,224298,67289,291587,30,51.92,UKK13,329102,403887,255996,8031,February ,18606.27734,N
ANON1346,F,91392,9139,100531,10,43.42,UKH15,151534,212201,108465,3795,February ,15890.23828,N
ANON1347,F,33241,5659,38900,17,47.33,UKL22,51855,67980,38688,1319,February ,16083.88281,N
ANON1348,M,127037,38111,165148,30,54.42,UKM36,186395,228752,144990,4548,February ,14616.55078,Y
ANON1349,M,142115,16185,158300,11,44.42,UKM28,235636,329973,168664,5902,February ,15234.23828,N
ANON1350,M,14133,1413,15546,10,40.08,UKH15,23433,32815,16773,587,February ,15890.23828,N
ANON1351,F,9602,960,10562,10,36.42,UKH24,16918,25304,11620,417,February ,17512.24609,Y
ANON1352,M,9476,2124,11600,22,48,UKH15,14782,19379,11029,376,February ,15890.23828,N
ANON1353,M,54161,9239,63400,17,55.42,UKH15,74719,85851,60619,1747,February ,15890.23828,N
ANON1354,M,175095,52529,227624,30,57.83,UKH21,241557,277543,195972,5649,February ,13437.14453,N
ANON1355,F,11650,3495,15145,30,57.17,UKH15,16072,18466,13039,376,February ,15890.23828,N
ANON1356,M,111595,33479,145074,30,57.25,UKH15,153954,176889,124900,3600,February ,15890.23828,N
ANON1357,F,97599,9760,107359,10,42.67,UKM36,161825,226613,115832,4053,February ,14616.55078,N
ANON1358,M,139437,41831,181268,30,55.25,UKM38,192364,221021,156062,4498,February ,16095.20703,N
ANON1359,F,51681,12019,63700,23,48.92,UKM28,80620,105691,60149,2051,February ,15234.23828,N
ANON1360,M,48560,6840,55400,14,46.25,UKH15,75752,99309,56517,1927,February ,15890.23828,N
ANON1361,F,31152,3115,34267,10,41.67,UKH15,51652,72331,36972,1294,February ,15890.23828,N
ANON1362,M,283099,84930,368029,30,51.92,UKH15,415377,509768,323107,10136,February ,15890.23828,N
ANON1363,F,43358,8642,52000,20,47.75,UKM36,67637,88670,50463,1721,February ,14616.55078,N
ANON1364,M,11395,3419,14814,30,54.75,UKM36,16719,20519,13005,408,February ,14616.55078,Y
ANON1365,M,32908,3291,36199,10,41.25,UKM36,54564,76408,39056,1367,February ,14616.55078,Y
ANON1366,M,57787,11313,69100,20,56.75,UKM34,79722,91598,64677,1864,February ,14593.86719,N
ANON1367,M,44595,8205,52800,18,58.17,UKJ25,61522,70688,49912,1439,February ,24442.50781,Y
ANON1368,F,16226,1623,17849,10,54.33,UKM38,23808,29218,18519,581,February ,16095.20703,N
ANON1369,M,21127,2113,23240,10,42,UKM25,35030,49054,25074,877,February ,19768.77734,Y
ANON1370,M,266423,79927,346350,30,58.33,UKH15,367551,422307,298189,8595,February ,15890.23828,N
ANON1371,F,30090,9027,39117,30,54.33,UKJ41,44150,54182,34342,1077,February ,16264.97266,N
ANON1372,F,118330,11833,130163,10,39.58,UKH15,208484,311830,143202,5144,February ,15890.23828,N
ANON1373,M,63614,19084,82698,30,59,UKJ25,87760,100835,71199,2052,February ,24442.50781,N
ANON1374,M,9728,973,10701,10,39.25,UKM24,17140,25636,11773,423,February ,17445.37891,N
ANON1375,M,62004,16096,78100,26,48.92,UKM26,96724,126803,72164,2461,February ,15572.55469,N
ANON1376,F,37862,3786,41648,10,40.83,UKM28,62778,87911,44935,1572,February ,15234.23828,N
ANON1377,M,25838,2584,28422,10,41.92,UKM38,42841,59993,30665,1073,February ,16095.20703,N
ANON1378,M,120723,35877,156600,30,50.83,UKH15,177131,217382,137784,4322,February ,15890.23828,Y
ANON1379,M,23114,2386,25500,10,43.33,UKH15,38325,53668,27432,960,February ,15890.23828,N
ANON1380,M,26666,7434,34100,28,46.92,UKH12,41598,54534,31035,1058,February ,18526.5625,N
ANON1381,M,20553,4147,24700,20,45.75,UKM36,32062,42032,23921,816,February ,14616.55078,N
ANON1382,M,47019,12881,59900,27,48,UKM38,73348,96157,54723,1866,February ,16095.20703,N
ANON1383,F,62216,6222,68438,10,40.58,UKM38,103158,144458,73839,2584,February ,16095.20703,N
ANON1384,M,48661,14598,63259,30,53.5,UKM36,71398,87622,55538,1742,February ,14616.55078,N
ANON1385,F,126979,38094,165073,30,52.58,UKH15,186310,228647,144924,4546,February ,15890.23828,N
ANON1386,M,26287,7886,34173,30,51,UKH15,38570,47334,30002,941,February ,15890.23828,N
ANON1387,M,58582,11218,69800,19,45.67,UKM28,91386,119804,68181,2325,February ,15234.23828,Y
ANON1388,F,33315,3332,36647,10,42.42,UKH15,55238,77353,39539,1384,February ,15890.23828,N
ANON1389,F,139181,13918,153099,10,38.25,UKH15,245221,366778,168436,6050,February ,15890.23828,N
ANON1390,M,92654,21146,113800,23,47.08,UKM26,144537,189484,107836,3678,February ,15572.55469,N
ANON1391,F,43462,4346,47808,10,41.58,UKH15,72063,100913,51581,1805,February ,15890.23828,N
ANON1392,F,76942,23083,100025,30,56.58,UKH15,106147,121961,86116,2482,February ,15890.23828,N
ANON1393,F,5294,529,5823,10,42.5,UKH15,8778,12292,6283,220,February ,15890.23828,N
ANON1394,F,47176,14153,61329,30,55.42,UKH15,65083,74779,52801,1522,February ,15890.23828,Y
ANON1395,M,283601,39299,322900,14,65.5,UKM26,345774,348252,305225,9386,February ,15572.55469,N
ANON1396,M,43363,13009,56372,30,54.75,UKH15,63624,78082,49491,1553,February ,15890.23828,N
ANON1397,F,40570,12171,52741,30,55.58,UKM36,55969,64307,45407,1309,February ,14616.55078,Y
ANON1398,M,17200,3500,20700,20,47,UKM38,26831,35175,20018,683,February ,16095.20703,N
ANON1400,F,78628,21972,100600,28,50.5,UKH15,115367,141583,89740,2815,February ,15890.23828,N
ANON1401,F,33736,10121,43857,30,56.83,UKM38,46541,53475,37758,1088,February ,16095.20703,Y
ANON1402,F,58940,9560,68500,16,45.67,UKM36,91944,120537,68598,2339,February ,14616.55078,N
ANON1403,M,29472,6428,35900,22,48.42,UKM28,45975,60272,34301,1170,February ,15234.23828,N
ANON1404,F,20670,4030,24700,19,47.42,UKM38,32244,42272,24057,820,February ,16095.20703,N
ANON1405,F,31725,9518,41243,30,52.83,UKM38,46549,57126,36208,1136,February ,16095.20703,N
ANON1406,F,22972,4128,27100,18,46.5,UKM38,35835,46979,26736,912,February ,16095.20703,N
ANON1407,M,42740,4274,47014,10,42.25,UKM38,70866,99237,50725,1775,February ,16095.20703,N
ANON1408,F,58872,5887,64759,10,44.58,UKH15,97614,136694,69870,2445,February ,15890.23828,N
ANON1409,F,35737,10721,46458,30,51.75,UKH15,52435,64351,40787,1279,February ,15890.23828,N
ANON1410,M,326920,70680,397600,22,48.58,UKM33,509983,668575,380489,12976,February ,14867.0625,N
ANON1411,F,50919,9881,60800,19,47.5,UKH15,79432,104133,59263,2021,February ,15890.23828,N
ANON1412,M,12437,3363,15800,27,47,UKM36,19401,25435,14475,494,February ,14616.55078,N
ANON1413,M,47539,10861,58400,23,46.83,UKH15,74159,97221,55329,1887,February ,15890.23828,N
ANON1414,M,224927,56973,281900,25,49.92,UKM34,350878,459992,261783,8928,February ,14593.86719,N
ANON1415,F,26190,2619,28809,10,41.58,UKM36,43425,60810,31083,1088,February ,14616.55078,N
ANON1416,M,44877,9223,54100,21,46.92,UKH15,70006,91777,52231,1781,March,15890.23828,N
ANON1417,M,20181,2018,22199,10,41.17,UKM36,33461,46858,23951,838,February ,14616.55078,N
ANON1418,F,48583,5717,54300,12,44.75,UKH15,80554,112804,57659,2018,February ,15890.23828,N
ANON1419,M,22642,6793,29435,30,53.75,UKH15,33222,40771,25842,811,February ,15890.23828,N
ANON1420,F,23354,6346,29700,27,50.33,UKM26,34266,42053,26654,836,February ,15572.55469,N
ANON1421,F,23538,5462,29000,23,49.58,UKM38,36718,48137,27395,934,February ,16095.20703,N
ANON1422,F,174899,52470,227369,30,55,UKM38,241287,277232,195752,5642,February ,16095.20703,N
ANON1423,M,15429,1543,16972,10,41.58,UKM36,25582,35824,18311,641,February ,14616.55078,N
ANON1424,M,155279,46584,201863,30,54.83,UKM38,227833,279606,177223,5559,February ,16095.20703,Y
ANON1425,M,63315,7785,71100,12,44.33,UKM36,104980,147010,75143,2629,February ,14616.55078,N
ANON1426,M,73111,18489,91600,25,53.42,UKG11,107272,131649,83443,2618,February ,17505.46875,N
ANON1427,F,12103,1497,13600,12,44.67,UKM38,20068,28102,14364,503,February ,16095.20703,N
ANON1428,M,105372,10537,115909,10,34.67,UKH15,197233,315061,130028,4796,February ,15890.23828,N
ANON1429,M,105920,24780,130700,23,48.83,UKM31,165231,216614,123276,4204,February ,17751.28516,N
ANON1430,F,116826,24074,140900,21,48.08,UKJ27,182244,238918,135969,4637,February ,19948.34766,N
ANON1431,M,29626,7674,37300,26,48.92,UKM38,46215,60587,34480,1176,February ,16095.20703,N
ANON1432,F,16607,3193,19800,19,48.75,UKH15,25906,33963,19328,659,February ,15890.23828,N
ANON1433,M,69080,20724,89804,30,54.17,UKI63,101358,124390,78842,2473,February ,21421,N
ANON1434,F,130887,39313,170200,30,52.5,UKM38,192044,235684,149384,4686,February ,16095.20703,N
ANON1435,M,498238,149471,647709,30,58.25,UKH15,687358,789757,557643,16074,February ,15890.23828,N
ANON1436,F,87915,26375,114290,30,57.08,UKM38,121286,139354,98397,2836,February ,16095.20703,N
ANON1437,M,16578,4973,21551,30,50.83,UKM36,24324,29852,18921,594,February ,14616.55078,Y
ANON1438,F,12565,1257,13822,10,48.5,UKM24,19601,25696,14624,499,February ,17445.37891,N
ANON1439,M,22745,4955,27700,22,45.83,UKG13,35481,46515,26472,903,February ,18396.86328,N
ANON1440,M,226783,68035,294818,30,56.5,UKJ36,312865,359474,253822,7316,February ,20162.10938,N
ANON1441,F,24454,4646,29100,19,48.75,UKH15,38147,50010,28461,971,February ,15890.23828,N
ANON1442,M,363333,109000,472333,30,54.92,UKM38,533101,654243,414679,13008,February ,16095.20703,Y
ANON1443,M,90464,27036,117500,30,49.83,UKM35,141120,185006,105287,3591,February ,17252.75,N
ANON1444,M,531938,159581,691519,30,49.92,UKH15,829803,1087852,619101,21113,February ,15890.23828,N
ANON1446,M,32172,3217,35389,10,40.92,UKH15,53343,74699,38182,1336,February ,15890.23828,N
ANON1447,M,28690,5710,34400,20,47.67,UKK13,44755,58673,33391,1139,February ,18606.27734,N
ANON1448,F,21889,4811,26700,22,48.83,UKH15,34146,44765,25476,869,February ,15890.23828,N
ANON1449,M,54161,16248,70409,30,52.08,UKM36,79468,97526,61815,1939,February ,14616.55078,Y
ANON1450,M,35455,7145,42600,20,45.83,UKM62,55308,72508,41265,1407,February ,16394.25391,Y
ANON1451,M,110666,33200,143866,30,53.5,UKM31,162375,199273,126305,3962,February ,17751.28516,N
ANON1452,M,60162,18049,78211,30,54.67,UKM23,88273,108332,68664,2154,February ,18452.5,Y
ANON1453,M,122416,36725,159141,30,58.75,UKM62,168882,194042,137012,3949,February ,16394.25391,Y
ANON1454,M,464955,139487,604442,30,56.83,UKH15,641442,737000,520392,15000,February ,15890.23828,N
ANON1455,M,43425,13028,56453,30,54.75,UKM36,63715,78194,49562,1555,February ,14616.55078,N
ANON1456,M,35438,3544,38982,10,42.25,UKM33,58758,82283,42058,1472,February ,14867.0625,N
ANON1457,M,25314,7594,32908,30,54.75,UKH15,37142,45582,28891,906,February ,15890.23828,N
ANON1458,F,26665,2667,29332,10,44.67,UKH15,44212,61913,31646,1107,February ,15890.23828,N
ANON1459,M,56376,16824,73200,30,49.83,UKH15,87944,115293,65614,2238,February ,15890.23828,N
ANON1460,M,79572,9428,89000,12,43.42,UKM24,131935,184756,94437,3305,February ,17445.37891,Y
ANON1461,F,22503,6751,29254,30,53.17,UKM24,33018,40520,25683,806,February ,17445.37891,N
ANON1462,M,78233,16367,94600,21,47.75,UKM25,122041,159992,91052,3105,February ,19768.77734,Y
ANON1463,M,141290,42387,183677,30,56.25,UKH15,194921,223959,158136,4558,February ,15890.23828,Y
ANON1464,F,28534,2853,31387,10,43.33,UKH15,47311,66252,33865,1185,February ,15890.23828,N
ANON1465,F,11055,2345,13400,21,49,UKM38,17245,22608,12866,439,February ,16095.20703,N
ANON1466,M,62574,11426,74000,18,45.08,UKM36,97613,127968,72827,2484,February ,14616.55078,N
ANON1467,M,70216,21065,91281,30,53.67,UKG33,103025,126436,80139,2514,February ,13668.57813,N
ANON1468,M,255316,68784,324100,27,50.67,UKM38,374613,459740,291397,9141,February ,16095.20703,N
ANON1469,M,68842,18658,87500,27,49.17,UKM26,107391,140787,80122,2732,February ,15572.55469,N
ANON1470,M,45238,13571,58809,30,52.75,UKM36,66376,81459,51631,1620,February ,14616.55078,N
ANON1471,M,36806,7494,44300,20,45.92,UKM31,57416,75271,42837,1461,March,17751.28516,N
ANON1472,M,213134,63940,277074,30,53.92,UKH15,312721,383784,243254,7631,February ,15890.23828,N
ANON1473,F,18696,5609,24305,30,53.17,UKH15,27432,33665,21338,669,February ,15890.23828,N
ANON1474,F,152901,29999,182900,20,48.67,UKM36,238520,312694,177955,6069,February ,14616.55078,N
ANON1475,M,481301,129299,610600,27,50.92,UKH15,706190,866664,549319,17232,February ,15890.23828,N
ANON1476,F,30053,3005,33058,10,37.75,UKM31,52950,79197,36370,1306,February ,17751.28516,N
ANON1477,M,63926,17874,81800,28,48.25,UKM28,99722,130733,74401,2537,February ,15234.23828,N
ANON1478,M,20163,2016,22179,10,39.5,UKM38,35525,53135,24401,876,February ,16095.20703,N
ANON1479,F,49114,14734,63848,30,52.75,UKM38,72063,88438,56055,1758,February ,16095.20703,N
ANON1480,M,48107,14432,62539,30,56.08,UKM28,66367,76254,53843,1552,February ,15234.23828,N
ANON1481,M,45367,13610,58977,30,52.33,UKM38,66565,81691,51778,1624,February ,16095.20703,N
ANON1482,M,42849,9651,52500,23,46.58,UKM23,66843,87629,49870,1701,February ,18452.5,N
ANON1483,F,63899,11301,75200,18,47.25,UKM28,99680,130678,74369,2536,February ,15234.23828,N
ANON1484,M,83856,8844,92700,11,44.17,UKM38,139039,194703,99522,3482,February ,16095.20703,N
ANON1485,F,24039,7212,31251,30,54.17,UKM22,35271,43286,27436,861,February ,15506.49609,Y
ANON1486,M,47963,9537,57500,20,44.83,UKH15,79526,111364,56923,1992,February ,15890.23828,N
ANON1487,F,17132,5140,22272,30,54.58,UKM38,25137,30849,19553,613,February ,16095.20703,Y
ANON1489,M,70821,13579,84400,19,45.33,UKM38,110478,144834,82426,2811,February ,16095.20703,N
ANON1490,M,50391,15117,65508,30,55.92,UKH15,69518,79875,56399,1626,February ,15890.23828,N
ANON1491,M,134327,40073,174400,30,50.5,UKM34,197092,241879,153310,4809,February ,14593.86719,N
ANON1492,F,19578,1958,21536,10,43.92,UKM36,32462,45458,23235,813,February ,14616.55078,N
ANON1493,F,61606,6161,67767,10,42.83,UKM62,102147,143042,73115,2558,February ,16394.25391,N
ANON1494,,83998,25199,109197,30,51.92,UKH15,123246,151253,95869,3007,February ,15890.23828,N
ANON1495,M,160473,48142,208615,30,59,UKM35,221385,254366,179606,5177,February ,17252.75,N
ANON1496,F,33274,3327,36601,10,40.83,UKM38,55170,77258,39490,1382,February ,16095.20703,N
ANON1497,M,165579,49674,215253,30,53.08,UKM37,242946,298153,188979,5928,February ,17301.26563,N
ANON1498,M,41533,11967,53500,29,50.25,UKM25,60939,74787,47402,1487,February ,19768.77734,N
ANON1499,M,38809,8591,47400,22,46.92,UKM25,60541,79367,45168,1540,February ,19768.77734,N
